target,year,title,source,t_x,t_y,ab_x,ab_y,k_x,k_y
1924,2001,transport. anisotrop diffus. time-depend flow. visual.,2429,4.37025551216,-2.52053055697,-1.45411619918,0.206885296675,-5.47440130847,-7.82120310387,
1924,2001,transport. anisotrop diffus. time-depend flow. visual.,2515,4.37025551216,-2.52053055697,-1.45411619918,0.206885296675,-5.47440130847,-7.82120310387,
1924,2001,transport. anisotrop diffus. time-depend flow. visual.,2103,4.37025551216,-2.52053055697,-1.45411619918,0.206885296675,-5.47440130847,-7.82120310387,
1924,2001,transport. anisotrop diffus. time-depend flow. visual.,2291,4.37025551216,-2.52053055697,-1.45411619918,0.206885296675,-5.47440130847,-7.82120310387,
1924,2001,transport. anisotrop diffus. time-depend flow. visual.,2056,4.37025551216,-2.52053055697,-1.45411619918,0.206885296675,-5.47440130847,-7.82120310387,
1924,2001,transport. anisotrop diffus. time-depend flow. visual.,2283,4.37025551216,-2.52053055697,-1.45411619918,0.206885296675,-5.47440130847,-7.82120310387,
1925,2001,sampl. shape.,2250,-13.6803941774,-11.38522673,-5.19977648139,-3.59338653073,1.83093520106,-13.4419318082,
1925,2001,sampl. shape.,1997,-13.6803941774,-11.38522673,-5.19977648139,-3.59338653073,1.83093520106,-13.4419318082,
1926,2001,user-centr viewpoint. comput. haptic explor. manipul.,2007,2.89742987351,9.54370521589,-8.33303026296,-3.30938101761,5.20128067609,-15.1553635495,
1926,2001,user-centr viewpoint. comput. haptic explor. manipul.,2326,2.89742987351,9.54370521589,-8.33303026296,-3.30938101761,5.20128067609,-15.1553635495,
1927,2001,variat classif. visual.,2564,-5.48474897543,-6.72652051686,-6.30756162516,-3.78490515122,-5.92619405887,7.99973177662,
1927,2001,variat classif. visual.,2285,-5.48474897543,-6.72652051686,-6.30756162516,-3.78490515122,-5.92619405887,7.99973177662,
1929,2001,visual. interact. explor.,2235,-0.214376890279,11.6804759491,-6.73800418622,-2.32273405463,-0.569977766667,-4.07198270893,
1930,2001,visual.,2279,-14.0792396264,-16.6476332384,-10.9240064757,6.51383211467,5.20128067609,-15.1553635495,
1930,2001,visual.,2262,-14.0792396264,-16.6476332384,-10.9240064757,6.51383211467,5.20128067609,-15.1553635495,
1930,2001,visual.,2180,-14.0792396264,-16.6476332384,-10.9240064757,6.51383211467,5.20128067609,-15.1553635495,
1930,2001,visual.,2297,-14.0792396264,-16.6476332384,-10.9240064757,6.51383211467,5.20128067609,-15.1553635495,
1930,2001,visual.,2432,-14.0792396264,-16.6476332384,-10.9240064757,6.51383211467,5.20128067609,-15.1553635495,
1930,2001,visual.,2295,-14.0792396264,-16.6476332384,-10.9240064757,6.51383211467,5.20128067609,-15.1553635495,
1930,2001,visual.,2012,-14.0792396264,-16.6476332384,-10.9240064757,6.51383211467,5.20128067609,-15.1553635495,
1930,2001,visual.,2171,-14.0792396264,-16.6476332384,-10.9240064757,6.51383211467,5.20128067609,-15.1553635495,
1930,2001,visual.,2369,-14.0792396264,-16.6476332384,-10.9240064757,6.51383211467,5.20128067609,-15.1553635495,
1930,2001,visual.,2195,-14.0792396264,-16.6476332384,-10.9240064757,6.51383211467,5.20128067609,-15.1553635495,
1931,2001,visual. sport. motion. perform. style. strategi.,2293,-12.701749713,-11.1307460305,-6.918258603,-3.40563176688,-2.07027110719,1.12737403645,
1933,2001,volum. render. fine detail within medic data.,2234,-10.2988936624,9.57467920886,-1.78590812274,-2.47974058249,-6.0583852713,7.93930866166,
1933,2001,volum. render. fine detail within medic data.,2523,-10.2988936624,9.57467920886,-1.78590812274,-2.47974058249,-6.0583852713,7.93930866166,
1933,2001,volum. render. fine detail within medic data.,2075,-10.2988936624,9.57467920886,-1.78590812274,-2.47974058249,-6.0583852713,7.93930866166,
1933,2001,volum. render. fine detail within medic data.,2161,-10.2988936624,9.57467920886,-1.78590812274,-2.47974058249,-6.0583852713,7.93930866166,
1933,2001,volum. render. fine detail within medic data.,2101,-10.2988936624,9.57467920886,-1.78590812274,-2.47974058249,-6.0583852713,7.93930866166,
1933,2001,volum. render. fine detail within medic data.,2167,-10.2988936624,9.57467920886,-1.78590812274,-2.47974058249,-6.0583852713,7.93930866166,
1933,2001,volum. render. fine detail within medic data.,2230,-10.2988936624,9.57467920886,-1.78590812274,-2.47974058249,-6.0583852713,7.93930866166,
1934,2001,wavelet. represent.,2494,-8.89019849094,-9.83182242068,-7.35668767639,-1.15929646325,3.11113889807,-12.4275199083,
1934,2001,wavelet. represent.,1969,-8.89019849094,-9.83182242068,-7.35668767639,-1.15929646325,3.11113889807,-12.4275199083,
1934,2001,wavelet. represent.,1962,-8.89019849094,-9.83182242068,-7.35668767639,-1.15929646325,3.11113889807,-12.4275199083,
1934,2001,wavelet. represent.,2006,-8.89019849094,-9.83182242068,-7.35668767639,-1.15929646325,3.11113889807,-12.4275199083,
1935,2001,tunnel data fusion. immers visual. case studi.,2157,7.17137319245,-14.0724426516,-3.10687593664,0.544464093661,-0.209181690262,-6.42415736088,
