target,year,title,source,t_x,t_y,ab_x,ab_y,k_x,k_y
1851,2001,composit. visual. paradigm.,2600,-10.9835739764,-18.0153460098,-8.28970118097,0.471696359755,5.20128067609,-15.1553635495,
1851,2001,composit. visual. paradigm.,2685,-10.9835739764,-18.0153460098,-8.28970118097,0.471696359755,5.20128067609,-15.1553635495,
1851,2001,composit. visual. paradigm.,2220,-10.9835739764,-18.0153460098,-8.28970118097,0.471696359755,5.20128067609,-15.1553635495,
1851,2001,composit. visual. paradigm.,2226,-10.9835739764,-18.0153460098,-8.28970118097,0.471696359755,5.20128067609,-15.1553635495,
1851,2001,composit. visual. paradigm.,2317,-10.9835739764,-18.0153460098,-8.28970118097,0.471696359755,5.20128067609,-15.1553635495,
1851,2001,composit. visual. paradigm.,2133,-10.9835739764,-18.0153460098,-8.28970118097,0.471696359755,5.20128067609,-15.1553635495,
1852,2001,graph.,1954,-0.489634925694,-9.83305784796,-6.3404057537,4.11764865559,0.362018316336,9.37053857226,
1854,2001,interact visual. multipl queri.,2129,-4.54482297574,12.4981580426,-12.1715808434,-3.91299465465,5.20128067609,-15.1553635495,
1854,2001,interact visual. multipl queri.,2201,-4.54482297574,12.4981580426,-12.1715808434,-3.91299465465,5.20128067609,-15.1553635495,
1854,2001,interact visual. multipl queri.,2553,-4.54482297574,12.4981580426,-12.1715808434,-3.91299465465,5.20128067609,-15.1553635495,
1855,2001,treemap.,2600,-10.4342018929,-13.4729493612,-5.25432559016,6.81393729582,8.95157430208,6.25490692862,
1855,2001,treemap.,2685,-10.4342018929,-13.4729493612,-5.25432559016,6.81393729582,8.95157430208,6.25490692862,
1856,2001,pixel. bar. new techniqu. aggreg.,2452,-7.64854362689,-1.95575809185,-11.2894475863,0.460888444997,5.20128067609,-15.1553635495,
1856,2001,pixel. bar. new techniqu. aggreg.,2557,-7.64854362689,-1.95575809185,-11.2894475863,0.460888444997,5.20128067609,-15.1553635495,
1856,2001,pixel. bar. new techniqu. aggreg.,2031,-7.64854362689,-1.95575809185,-11.2894475863,0.460888444997,5.20128067609,-15.1553635495,
1856,2001,pixel. bar. new techniqu. aggreg.,2667,-7.64854362689,-1.95575809185,-11.2894475863,0.460888444997,5.20128067609,-15.1553635495,
1856,2001,pixel. bar. new techniqu. aggreg.,2732,-7.64854362689,-1.95575809185,-11.2894475863,0.460888444997,5.20128067609,-15.1553635495,
1856,2001,pixel. bar. new techniqu. aggreg.,2726,-7.64854362689,-1.95575809185,-11.2894475863,0.460888444997,5.20128067609,-15.1553635495,
1856,2001,pixel. bar. new techniqu. aggreg.,2404,-7.64854362689,-1.95575809185,-11.2894475863,0.460888444997,5.20128067609,-15.1553635495,
1856,2001,pixel. bar. new techniqu. aggreg.,2716,-7.64854362689,-1.95575809185,-11.2894475863,0.460888444997,5.20128067609,-15.1553635495,
1857,2001,semant depth. field.,1979,-9.18438066027,-20.2425178692,-9.22899971433,1.28740764229,9.26347682208,6.13360041588,
1857,2001,semant depth. field.,1936,-9.18438066027,-20.2425178692,-9.22899971433,1.28740764229,9.26347682208,6.13360041588,
1860,2001,visual. state. transit. graph.,2399,-0.501584691879,-9.82318940228,-7.1581802663,3.20915060491,5.20128067609,-15.1553635495,
1860,2001,visual. state. transit. graph.,2405,-0.501584691879,-9.82318940228,-7.1581802663,3.20915060491,5.20128067609,-15.1553635495,
1861,2001,,2667,-14.0792396264,-16.6476332384,-7.92298791354,2.00735763146,9.29901513639,6.122868723,
1861,2001,,1952,-14.0792396264,-16.6476332384,-7.92298791354,2.00735763146,9.29901513639,6.122868723,
1861,2001,,2407,-14.0792396264,-16.6476332384,-7.92298791354,2.00735763146,9.29901513639,6.122868723,
1862,2001,medic imag. case. studi.,2564,8.31335330032,-15.6036872735,-7.88275988696,-0.138028621792,-4.33431977236,-5.78690912885,
1862,2001,medic imag. case. studi.,2209,8.31335330032,-15.6036872735,-7.88275988696,-0.138028621792,-4.33431977236,-5.78690912885,
1862,2001,medic imag. case. studi.,2076,8.31335330032,-15.6036872735,-7.88275988696,-0.138028621792,-4.33431977236,-5.78690912885,
1863,2001,case. studi. interact explor. guidanc.,2567,5.6310679419,2.12899308343,-10.5551983628,-2.20801884276,0.285603881598,8.65793693706,
1864,2001,complet distanc. field. represent.,2564,-9.18720348296,-20.2470413788,-2.17566623504,-5.57059799342,1.76187533262,-12.7053011714,
1864,2001,complet distanc. field. represent.,2466,-9.18720348296,-20.2470413788,-2.17566623504,-5.57059799342,1.76187533262,-12.7053011714,
1864,2001,complet distanc. field. represent.,1979,-9.18720348296,-20.2470413788,-2.17566623504,-5.57059799342,1.76187533262,-12.7053011714,
1865,2001,memori. insensit techniqu. larg model. simplif.,1891,2.55168073263,0.992872414796,-3.0893157694,-3.85743050501,7.51328996938,-13.9860683638,
1865,2001,memori. insensit techniqu. larg model. simplif.,2050,2.55168073263,0.992872414796,-3.0893157694,-3.85743050501,7.51328996938,-13.9860683638,
1865,2001,memori. insensit techniqu. larg model. simplif.,2423,2.55168073263,0.992872414796,-3.0893157694,-3.85743050501,7.51328996938,-13.9860683638,
1865,2001,memori. insensit techniqu. larg model. simplif.,2262,2.55168073263,0.992872414796,-3.0893157694,-3.85743050501,7.51328996938,-13.9860683638,
1865,2001,memori. insensit techniqu. larg model. simplif.,2174,2.55168073263,0.992872414796,-3.0893157694,-3.85743050501,7.51328996938,-13.9860683638,
1865,2001,memori. insensit techniqu. larg model. simplif.,2236,2.55168073263,0.992872414796,-3.0893157694,-3.85743050501,7.51328996938,-13.9860683638,
1865,2001,memori. insensit techniqu. larg model. simplif.,2163,2.55168073263,0.992872414796,-3.0893157694,-3.85743050501,7.51328996938,-13.9860683638,
1865,2001,memori. insensit techniqu. larg model. simplif.,1707,2.55168073263,0.992872414796,-3.0893157694,-3.85743050501,7.51328996938,-13.9860683638,
1865,2001,memori. insensit techniqu. larg model. simplif.,2195,2.55168073263,0.992872414796,-3.0893157694,-3.85743050501,7.51328996938,-13.9860683638,
1866,2001,simpl algorithm. surfac. denois.,1966,-15.8721392504,-6.03434072061,-8.06262031284,0.555583085106,4.7578788512,-12.4370998879,
1867,2001,tetrahedra-bas stream. surfac. algorithm.,2552,-15.828817839,-5.95450895386,-8.39044719729,-0.195777900265,-5.53654585596,-7.97184027426,
1867,2001,tetrahedra-bas stream. surfac. algorithm.,2593,-15.828817839,-5.95450895386,-8.39044719729,-0.195777900265,-5.53654585596,-7.97184027426,
1867,2001,tetrahedra-bas stream. surfac. algorithm.,2448,-15.828817839,-5.95450895386,-8.39044719729,-0.195777900265,-5.53654585596,-7.97184027426,
1867,2001,tetrahedra-bas stream. surfac. algorithm.,2105,-15.828817839,-5.95450895386,-8.39044719729,-0.195777900265,-5.53654585596,-7.97184027426,
1867,2001,tetrahedra-bas stream. surfac. algorithm.,2303,-15.828817839,-5.95450895386,-8.39044719729,-0.195777900265,-5.53654585596,-7.97184027426,
1869,2001,acceler volum. textur. map.,2233,-11.0005049527,6.58106510832,-5.1027986494,-7.76285815066,-4.84047636004,7.81377966247,
1869,2001,acceler volum. textur. map.,2175,-11.0005049527,6.58106510832,-5.1027986494,-7.76285815066,-4.84047636004,7.81377966247,
1869,2001,acceler volum. textur. map.,2236,-11.0005049527,6.58106510832,-5.1027986494,-7.76285815066,-4.84047636004,7.81377966247,
1869,2001,acceler volum. textur. map.,2739,-11.0005049527,6.58106510832,-5.1027986494,-7.76285815066,-4.84047636004,7.81377966247,
1869,2001,acceler volum. textur. map.,2530,-11.0005049527,6.58106510832,-5.1027986494,-7.76285815066,-4.84047636004,7.81377966247,
1869,2001,acceler volum. textur. map.,2075,-11.0005049527,6.58106510832,-5.1027986494,-7.76285815066,-4.84047636004,7.81377966247,
1870,2001,immers virtual environ. dt-mri. volum. visual. case. studi.,2103,-16.9864501591,1.9528074305,2.83657682668,-4.37050478574,-3.57124788587,-2.45700497825,
1870,2001,immers virtual environ. dt-mri. volum. visual. case. studi.,1986,-16.9864501591,1.9528074305,2.83657682668,-4.37050478574,-3.57124788587,-2.45700497825,
1870,2001,immers virtual environ. dt-mri. volum. visual. case. studi.,2138,-16.9864501591,1.9528074305,2.83657682668,-4.37050478574,-3.57124788587,-2.45700497825,
1870,2001,immers virtual environ. dt-mri. volum. visual. case. studi.,2076,-16.9864501591,1.9528074305,2.83657682668,-4.37050478574,-3.57124788587,-2.45700497825,
1871,2001,approxim. shade. re-illumin.,2091,-17.6687908087,-17.0898357251,-6.46478383072,-3.66896840076,-3.00997861892,-4.58698337099,
1871,2001,approxim. shade. re-illumin.,1975,-17.6687908087,-17.0898357251,-6.46478383072,-3.66896840076,-3.00997861892,-4.58698337099,
1873,2001,attribut. dataset. simplif.,2142,-15.1369661847,-11.4923294928,-5.00318483625,-2.59067776508,-3.55421580585,-2.48168553292,
1873,2001,attribut. dataset. simplif.,2193,-15.1369661847,-11.4923294928,-5.00318483625,-2.59067776508,-3.55421580585,-2.48168553292,
1873,2001,attribut. dataset. simplif.,2091,-15.1369661847,-11.4923294928,-5.00318483625,-2.59067776508,-3.55421580585,-2.48168553292,
1875,2001,case. studi. environ. protein. game.,2427,6.08785150132,-14.9962651717,-6.8682704916,-0.42965255752,0.371635070365,9.34552182839,
1876,2001,case. studi. applic. featur. analysi. autoignit. simul.,2202,8.53222472718,-13.0561596907,-9.26505191595,0.182777616776,2.10566655267,-14.72503638,
1878,2001,case. studi. web. servic. document. neuroradiolog diagnosi.,1972,7.41075865715,-15.1995973686,-7.03780433915,-3.55923791653,-0.450662140484,-4.24174013331,
1880,2001,case. studi. visual debug. cluster. hardwar.,2107,8.12023229876,-14.9237008093,-8.62047319226,-0.336638723333,5.85398739073,-17.2294530586,
1881,2001,case. studi. visual. particl. track.,2225,6.94298287659,-14.5344681951,-0.703395210057,-1.4542538366,5.20128067609,-15.1553635495,
1881,2001,case. studi. visual. particl. track.,2317,6.94298287659,-14.5344681951,-0.703395210057,-1.4542538366,5.20128067609,-15.1553635495,
1881,2001,case. studi. visual. particl. track.,2523,6.94298287659,-14.5344681951,-0.703395210057,-1.4542538366,5.20128067609,-15.1553635495,
1882,2001,cell-project.,1984,-4.6924588944,-7.46540983847,-7.61325054244,-6.48311005723,-7.28770099116,-0.661068245721,
1883,2001,chromatin. decondens. case. studi.,2022,7.25998148251,-14.9552902295,-4.3700723967,1.64791534301,5.06885926385,-7.58890474253,
1884,2001,circular incid. edg. data. structur.,2354,11.5109797414,9.62255993088,-7.44181567381,-1.17307097726,-5.91912073969,7.95885887366,
1885,2001,,2274,-14.0792396264,-16.6476332384,-3.22881423588,-4.238560886,2.5987589853,-12.5645492556,
1885,2001,,2155,-14.0792396264,-16.6476332384,-3.22881423588,-4.238560886,2.5987589853,-12.5645492556,
1885,2001,,2068,-14.0792396264,-16.6476332384,-3.22881423588,-4.238560886,2.5987589853,-12.5645492556,
1888,2001,continu topolog. simplif. planar. vector.,1962,-19.0339361335,-15.1052176616,1.83197182234,-0.677080051412,-5.48996492845,-7.97831292804,
1888,2001,continu topolog. simplif. planar. vector.,2212,-19.0339361335,-15.1052176616,1.83197182234,-0.677080051412,-5.48996492845,-7.97831292804,
1888,2001,continu topolog. simplif. planar. vector.,2644,-19.0339361335,-15.1052176616,1.83197182234,-0.677080051412,-5.48996492845,-7.97831292804,
1888,2001,continu topolog. simplif. planar. vector.,2060,-19.0339361335,-15.1052176616,1.83197182234,-0.677080051412,-5.48996492845,-7.97831292804,
1889,2001,distance-field. virtual navig.,2268,-17.3247427994,-3.49360077484,-8.33852557823,-4.56436633057,0.572450976723,-5.79737121042,
1889,2001,distance-field. virtual navig.,1971,-17.3247427994,-3.49360077484,-8.33852557823,-4.56436633057,0.572450976723,-5.79737121042,
1890,2001,dynam shadow remov. front project display.,2088,2.26257118453,-9.1043116368,-10.9583358579,-4.3399361285,6.2320301019,-12.9760813696,
1890,2001,dynam shadow remov. front project display.,2049,2.26257118453,-9.1043116368,-10.9583358579,-4.3399361285,6.2320301019,-12.9760813696,
1890,2001,dynam shadow remov. front project display.,1964,2.26257118453,-9.1043116368,-10.9583358579,-4.3399361285,6.2320301019,-12.9760813696,
1890,2001,dynam shadow remov. front project display.,1967,2.26257118453,-9.1043116368,-10.9583358579,-4.3399361285,6.2320301019,-12.9760813696,
1890,2001,dynam shadow remov. front project display.,2015,2.26257118453,-9.1043116368,-10.9583358579,-4.3399361285,6.2320301019,-12.9760813696,
1891,2001,adapt simplif. massiv mesh.,1865,-12.3082961232,-10.1697049168,-3.49674216747,-3.73063351347,3.55909996291,-16.6955696455,
1891,2001,adapt simplif. massiv mesh.,2195,-12.3082961232,-10.1697049168,-3.49674216747,-3.73063351347,3.55909996291,-16.6955696455,
1891,2001,adapt simplif. massiv mesh.,2163,-12.3082961232,-10.1697049168,-3.49674216747,-3.73063351347,3.55909996291,-16.6955696455,
1892,2001,contour map.,2410,-1.90662570784,0.975454830388,-3.42207057779,0.59869208974,-5.5413647902,-7.93041081629,
1892,2001,contour map.,2035,-1.90662570784,0.975454830388,-3.42207057779,0.59869208974,-5.5413647902,-7.93041081629,
1892,2001,contour map.,2552,-1.90662570784,0.975454830388,-3.42207057779,0.59869208974,-5.5413647902,-7.93041081629,
1893,2001,ewa. volum.,2454,-13.8112648928,10.3709412036,-4.80995981216,-3.30755857286,-5.91298750966,7.94493019197,
1893,2001,ewa. volum.,2234,-13.8112648928,10.3709412036,-4.80995981216,-3.30755857286,-5.91298750966,7.94493019197,
1893,2001,ewa. volum.,2161,-13.8112648928,10.3709412036,-4.80995981216,-3.30755857286,-5.91298750966,7.94493019197,
1893,2001,ewa. volum.,2348,-13.8112648928,10.3709412036,-4.80995981216,-3.30755857286,-5.91298750966,7.94493019197,
1893,2001,ewa. volum.,2101,-13.8112648928,10.3709412036,-4.80995981216,-3.30755857286,-5.91298750966,7.94493019197,
1894,2001,fast. detect. volum. visual.,2415,-15.1283988306,8.48170444223,-7.55617445275,0.596411862978,-6.03233342451,7.83958693334,
1894,2001,fast. detect. volum. visual.,2285,-15.1283988306,8.48170444223,-7.55617445275,0.596411862978,-6.03233342451,7.83958693334,
1894,2001,fast. detect. volum. visual.,2353,-15.1283988306,8.48170444223,-7.55617445275,0.596411862978,-6.03233342451,7.83958693334,
1895,2001,fast. extract. adapt multiresolut.,2006,-13.7609181616,-2.46875375772,-5.24544618065,-2.60631781385,5.20128067609,-15.1553635495,
1898,2001,hardware-software-balanc resampl. interact visual.,2354,-4.19707449408,12.9868256671,-4.18267063603,-0.241669345502,5.20128067609,-15.1553635495,
1899,2001,hybrid simplif. multi-resolut. polygon. point. render.,2250,-6.7967437349,4.94618596139,1.13962707042,-3.25685528826,-2.06757864406,1.10469974827,
1899,2001,hybrid simplif. multi-resolut. polygon. point. render.,2364,-6.7967437349,4.94618596139,1.13962707042,-3.25685528826,-2.06757864406,1.10469974827,
1899,2001,hybrid simplif. multi-resolut. polygon. point. render.,2163,-6.7967437349,4.94618596139,1.13962707042,-3.25685528826,-2.06757864406,1.10469974827,
1899,2001,hybrid simplif. multi-resolut. polygon. point. render.,2159,-6.7967437349,4.94618596139,1.13962707042,-3.25685528826,-2.06757864406,1.10469974827,
1899,2001,hybrid simplif. multi-resolut. polygon. point. render.,2231,-6.7967437349,4.94618596139,1.13962707042,-3.25685528826,-2.06757864406,1.10469974827,
1899,2001,hybrid simplif. multi-resolut. polygon. point. render.,2193,-6.7967437349,4.94618596139,1.13962707042,-3.25685528826,-2.06757864406,1.10469974827,
1899,2001,hybrid simplif. multi-resolut. polygon. point. render.,1911,-6.7967437349,4.94618596139,1.13962707042,-3.25685528826,-2.06757864406,1.10469974827,
1899,2001,hybrid simplif. multi-resolut. polygon. point. render.,2280,-6.7967437349,4.94618596139,1.13962707042,-3.25685528826,-2.06757864406,1.10469974827,
1899,2001,hybrid simplif. multi-resolut. polygon. point. render.,2240,-6.7967437349,4.94618596139,1.13962707042,-3.25685528826,-2.06757864406,1.10469974827,
1900,2001,occlus. view-depend render.,2099,-9.30923272462,1.19635808766,-6.70207384691,1.85025981675,5.20128067609,-15.1553635495,
1900,2001,occlus. view-depend render.,2097,-9.30923272462,1.19635808766,-6.70207384691,1.85025981675,5.20128067609,-15.1553635495,
1900,2001,occlus. view-depend render.,2279,-9.30923272462,1.19635808766,-6.70207384691,1.85025981675,5.20128067609,-15.1553635495,
1900,2001,occlus. view-depend render.,2381,-9.30923272462,1.19635808766,-6.70207384691,1.85025981675,5.20128067609,-15.1553635495,
1900,2001,occlus. view-depend render.,1993,-9.30923272462,1.19635808766,-6.70207384691,1.85025981675,5.20128067609,-15.1553635495,
1900,2001,occlus. view-depend render.,2159,-9.30923272462,1.19635808766,-6.70207384691,1.85025981675,5.20128067609,-15.1553635495,
1900,2001,occlus. view-depend render.,2432,-9.30923272462,1.19635808766,-6.70207384691,1.85025981675,5.20128067609,-15.1553635495,
1901,2001,interact volum. multi-dimension transfer. direct manipul.,2415,-9.25472124518,12.4880070973,-1.3341781359,-6.98197015754,-6.54329134666,-0.499500784476,
1901,2001,interact volum. multi-dimension transfer. direct manipul.,2090,-9.25472124518,12.4880070973,-1.3341781359,-6.98197015754,-6.54329134666,-0.499500784476,
1901,2001,interact volum. multi-dimension transfer. direct manipul.,2069,-9.25472124518,12.4880070973,-1.3341781359,-6.98197015754,-6.54329134666,-0.499500784476,
1901,2001,interact volum. multi-dimension transfer. direct manipul.,2353,-9.25472124518,12.4880070973,-1.3341781359,-6.98197015754,-6.54329134666,-0.499500784476,
1901,2001,interact volum. multi-dimension transfer. direct manipul.,2285,-9.25472124518,12.4880070973,-1.3341781359,-6.98197015754,-6.54329134666,-0.499500784476,
1902,2001,advect. unsteadi flow visual.,1983,1.71485732399,-13.7007903378,-2.35912461678,0.202352719433,5.20128067609,-15.1553635495,
1902,2001,advect. unsteadi flow visual.,2504,1.71485732399,-13.7007903378,-2.35912461678,0.202352719433,5.20128067609,-15.1553635495,
1902,2001,advect. unsteadi flow visual.,2459,1.71485732399,-13.7007903378,-2.35912461678,0.202352719433,5.20128067609,-15.1553635495,
1902,2001,advect. unsteadi flow visual.,1983,1.71485732399,-13.7007903378,-2.35912461678,0.202352719433,5.20128067609,-15.1553635495,
1903,2001,multiresolut. featur. extract.,1966,-13.6762306377,-1.79344430796,-5.86756040812,-1.59949918038,-0.842874992061,-7.88748520485,
1903,2001,multiresolut. featur. extract.,1977,-13.6762306377,-1.79344430796,-5.86756040812,-1.59949918038,-0.842874992061,-7.88748520485,
1904,2001,nonlinear virtual colon. unfold.,2225,-18.8482664542,-3.58043425682,-8.19700524456,-4.26464417553,-5.92403429687,7.95595461325,
1904,2001,nonlinear virtual colon. unfold.,2117,-18.8482664542,-3.58043425682,-8.19700524456,-4.26464417553,-5.92403429687,7.95595461325,
1905,2001,nonmanifold. subdivis.,2068,-13.3768676385,-12.7731470427,-6.29553107337,-1.43993311984,3.27155393895,-17.0525080277,
1907,2001,optim regular volum.,2474,-13.0215826391,10.9858140704,-3.80855503293,-2.99756778964,4.54809251053,-17.2330541784,
1909,2001,pixelflex. reconfigur multi-projector. display. system.,1967,-4.38568498966,6.56219511112,-10.8210573557,-3.49885046891,6.25440273808,-12.945284671,
1909,2001,pixelflex. reconfigur multi-projector. display. system.,2049,-4.38568498966,6.56219511112,-10.8210573557,-3.49885046891,6.25440273808,-12.945284671,
1909,2001,pixelflex. reconfigur multi-projector. display. system.,2088,-4.38568498966,6.56219511112,-10.8210573557,-3.49885046891,6.25440273808,-12.945284671,
1909,2001,pixelflex. reconfigur multi-projector. display. system.,2015,-4.38568498966,6.56219511112,-10.8210573557,-3.49885046891,6.25440273808,-12.945284671,
1910,2001,point. set.,2270,-9.10090778443,-2.81243820834,1.03222475725,-3.2401528522,3.59020508132,-16.9173488477,
1910,2001,point. set.,2155,-9.10090778443,-2.81243820834,1.03222475725,-3.2401528522,3.59020508132,-16.9173488477,
1911,2001,pop. hybrid point. polygon render system. larg data.,2195,9.85863569325,6.35684986256,-6.74006189268,6.28796787262,2.59926707376,-12.5635685591,
1912,2001,quantit compar evalu. vector. field. visual.,2644,-12.5065843142,-21.5148181363,0.823315199378,-0.407896665252,-3.46007113229,-2.45820202451,
1912,2001,quantit compar evalu. vector. field. visual.,2112,-12.5065843142,-21.5148181363,0.823315199378,-0.407896665252,-3.46007113229,-2.45820202451,
1913,2001,real-tim decompress. visual. anim volum.,2290,-10.9919887148,5.08730832527,-5.74557345392,-3.82069810486,-5.91626906112,7.94835285677,
1914,2001,rtvr-a. java. librari. interact volum.,1991,-7.92129613747,11.3269293609,-7.90148105222,-3.40880923858,3.77981934291,-11.1908375237,
1914,2001,rtvr-a. java. librari. interact volum.,2167,-7.92129613747,11.3269293609,-7.90148105222,-3.40880923858,3.77981934291,-11.1908375237,
1914,2001,rtvr-a. java. librari. interact volum.,2027,-7.92129613747,11.3269293609,-7.90148105222,-3.40880923858,3.77981934291,-11.1908375237,
1914,2001,rtvr-a. java. librari. interact volum.,1972,-7.92129613747,11.3269293609,-7.90148105222,-3.40880923858,3.77981934291,-11.1908375237,
1914,2001,rtvr-a. java. librari. interact volum.,657,-7.92129613747,11.3269293609,-7.90148105222,-3.40880923858,3.77981934291,-11.1908375237,
1914,2001,rtvr-a. java. librari. interact volum.,2523,-7.92129613747,11.3269293609,-7.90148105222,-3.40880923858,3.77981934291,-11.1908375237,
1914,2001,rtvr-a. java. librari. interact volum.,2084,-7.92129613747,11.3269293609,-7.90148105222,-3.40880923858,3.77981934291,-11.1908375237,
1914,2001,rtvr-a. java. librari. interact volum.,2016,-7.92129613747,11.3269293609,-7.90148105222,-3.40880923858,3.77981934291,-11.1908375237,
1915,2001,salient iso-surfac detect.,2169,-15.5237577991,-7.80566246023,-8.22348201677,-1.39438778683,-4.41810971216,-5.71622767103,
1915,2001,salient iso-surfac detect.,2285,-15.5237577991,-7.80566246023,-8.22348201677,-1.39438778683,-4.41810971216,-5.71622767103,
1915,2001,salient iso-surfac detect.,2353,-15.5237577991,-7.80566246023,-8.22348201677,-1.39438778683,-4.41810971216,-5.71622767103,
1917,2001,,2248,-14.0792396264,-16.6476332384,-8.74152266003,-0.599152799109,5.20128067609,-15.1553635495,
1917,2001,,2340,-14.0792396264,-16.6476332384,-8.74152266003,-0.599152799109,5.20128067609,-15.1553635495,
1917,2001,,2678,-14.0792396264,-16.6476332384,-8.74152266003,-0.599152799109,5.20128067609,-15.1553635495,
1917,2001,,2272,-14.0792396264,-16.6476332384,-8.74152266003,-0.599152799109,5.20128067609,-15.1553635495,
1917,2001,,2256,-14.0792396264,-16.6476332384,-8.74152266003,-0.599152799109,5.20128067609,-15.1553635495,
1917,2001,,2269,-14.0792396264,-16.6476332384,-8.74152266003,-0.599152799109,5.20128067609,-15.1553635495,
1918,2001,smooth. approxim. render.,2279,-12.307493127,-0.822755545726,-6.81261246801,-1.96474053318,3.69858336801,-13.2127074879,
1920,2001,textur. hardwar assist render. time-vari. volum. data.,2050,-2.68106861455,7.14645341826,-1.39484214166,-4.23475327206,-5.91855364789,6.86631792182,
1920,2001,textur. hardwar assist render. time-vari. volum. data.,2478,-2.68106861455,7.14645341826,-1.39484214166,-4.23475327206,-5.91855364789,6.86631792182,
1920,2001,textur. hardwar assist render. time-vari. volum. data.,2426,-2.68106861455,7.14645341826,-1.39484214166,-4.23475327206,-5.91855364789,6.86631792182,
1920,2001,textur. hardwar assist render. time-vari. volum. data.,2470,-2.68106861455,7.14645341826,-1.39484214166,-4.23475327206,-5.91855364789,6.86631792182,
1920,2001,textur. hardwar assist render. time-vari. volum. data.,2083,-2.68106861455,7.14645341826,-1.39484214166,-4.23475327206,-5.91855364789,6.86631792182,
1921,2001,blair. project. quick visual method. perceptu color.,2415,-9.22832467742,-6.00460201232,-0.254475657745,-5.63788758989,5.20128067609,-15.1553635495,
1923,2001,perspect shear-warp algorithm. virtual environ.,2349,-18.2102436378,-1.58390784449,-7.58483320691,-6.58628886357,-5.91723342715,7.95666786434,
1923,2001,perspect shear-warp algorithm. virtual environ.,2072,-18.2102436378,-1.58390784449,-7.58483320691,-6.58628886357,-5.91723342715,7.95666786434,
